userid,gender,age,agegroup,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,longitude,latitude,country,district,province,city
user-drc-7353435-149,Female,36,30 - 39,Roads,Health clinic,Dissatisfied,Roads,Water,Water,Sanitation,Once a week,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5136150-1288,Male,34,30 - 39,School,Water,Neutral,Roads,Electricity,Sanitation,Health clinic,Less than once a month,No,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4209808-466,Male,54,50+,Electricity,Health clinic,Dissatisfied,School,Roads,Electricity,Electricity,,Yes,Once a week,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-2451648-1762,Male,,,School,School,Satisfied,School,School,School,School,Once a week,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6073015-1400,Male,31,30 - 39,Sanitation,Sanitation,Dissatisfied,Water,Sanitation,,Sanitation,Once a week,No,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-5222832-1681,Male,,,Roads,Water,Dissatisfied,Roads,Roads,Roads,Roads,Once a week,No,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-2963347-1755,Male,20,20 - 29,School,School,Satisfied,School,School,School,Roads,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2422366-216,Male,28,20 - 29,School,Sanitation,Dissatisfied,Water,Roads,Electricity,Health clinic,Daily,No,Once a month,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-7159853-1506,Female,25,20 - 29,Electricity,Electricity,Dissatisfied,School,Water,Roads,Water,Less than once a month,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7006602-1422,Male,34,30 - 39,Health clinic,Water,Satisfied,School,Electricity,Sanitation,School,Daily,No,Once a year,18.81619,-5.040981,Democratic Republic of Congo,Kwilu,Bandundu,Kikwit
user-drc-2073408-1558,Female,23,20 - 29,Water,Electricity,Dissatisfied,School,Health clinic,Electricity,Health clinic,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1568858-1198,Male,35,30 - 39,School,Health clinic,Satisfied,School,Roads,Roads,Roads,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-8308224-1054,Male,28,20 - 29,School,School,Satisfied,School,Water,Health clinic,Water,Daily,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6967964-733,Male,36,30 - 39,Roads,Roads,Neutral,School,Water,School,School,Daily,Yes,Never,29.28737,0.127752,Democratic Republic of Congo,Butembo base,Nord Kivu,Butembo
user-drc-9907486-1485,Female,21,20 - 29,Health clinic,Health clinic,Dissatisfied,Health clinic,Water,Electricity,Electricity,Daily,Yes,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-1965009-1779,Male,47,40 - 49,Health clinic,Water,Satisfied,School,Health clinic,School,School,Daily,No,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5549300-1773,Female,22,20 - 29,Roads,Health clinic,Neutral,Water,Water,Sanitation,Health clinic,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9480722-857,Female,27,20 - 29,School,Sanitation,Dissatisfied,Water,School,Electricity,School,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6637482-935,Male,27,20 - 29,Health clinic,Health clinic,Neutral,Water,Water,Water,Water,,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7921379-1196,Female,43,40 - 49,Roads,Sanitation,Dissatisfied,School,Electricity,Health clinic,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8981170-713,Male,29,20 - 29,Electricity,Health clinic,Dissatisfied,Sanitation,Electricity,Electricity,Electricity,Daily,No,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-1367605-505,Male,,,Roads,School,Dissatisfied,Water,School,School,School,Daily,No,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6952972-1438,Male,15,10 - 19,School,School,Neutral,School,School,Health clinic,Health clinic,Daily,Yes,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-9934095-874,Male,51,50+,Roads,Sanitation,Dissatisfied,School,Water,Water,Water,,No,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-6395474-735,Male,31,30 - 39,Roads,Roads,Neutral,Water,Water,Roads,School,Once a week,No,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-7866041-1733,Male,33,30 - 39,School,Health clinic,Dissatisfied,School,Roads,Roads,Electricity,Daily,No,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-5143501-1699,Male,34,30 - 39,Electricity,Sanitation,Dissatisfied,School,Electricity,Water,Roads,Daily,No,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3870838-1165,Male,35,30 - 39,School,Sanitation,Dissatisfied,Roads,Electricity,Water,Roads,Less than once a month,No,,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-5847329-511,Female,28,20 - 29,Electricity,Electricity,Neutral,School,Roads,Roads,School,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2913589-364,Male,28,20 - 29,Health clinic,School,Dissatisfied,Health clinic,Health clinic,Roads,Health clinic,,Yes,Once a year,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-6724539-607,Male,24,20 - 29,Health clinic,Health clinic,Neutral,Health clinic,Health clinic,Roads,Roads,Daily,Yes,Once a week,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-2579705-1805,Male,23,20 - 29,Water,Health clinic,Dissatisfied,Water,Electricity,Water,Sanitation,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1641944-225,Male,28,20 - 29,Health clinic,School,Satisfied,Health clinic,Health clinic,Water,Health clinic,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-9861365-1006,Male,20,20 - 29,School,Health clinic,Satisfied,Health clinic,Health clinic,Health clinic,School,Daily,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-6339510-320,Female,19,10 - 19,School,Roads,Neutral,School,Roads,Roads,Health clinic,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7551914-1696,Male,33,30 - 39,School,School,Satisfied,School,Electricity,Water,Water,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8724975-283,Male,52,50+,Roads,Roads,Neutral,Sanitation,Electricity,Health clinic,Health clinic,Once a week,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5373196-856,Male,28,20 - 29,School,School,Dissatisfied,Roads,School,School,Electricity,Daily,Yes,,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4405710-1525,Male,12,10 - 19,School,School,Satisfied,School,Water,Water,Water,Once a week,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7844116-499,Male,32,30 - 39,Roads,Health clinic,Dissatisfied,School,Water,Roads,School,Daily,Yes,Once a month,29.22046,-1.658501,Democratic Republic of Congo,Mont Goma,Nord Kivu,Goma
user-drc-6310035-60,Male,25,20 - 29,Electricity,Sanitation,Dissatisfied,Water,Sanitation,Sanitation,Sanitation,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9055561-1794,Female,22,20 - 29,School,School,Dissatisfied,School,School,School,School,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9666676-1622,Male,51,50+,Health clinic,Health clinic,Dissatisfied,School,Roads,Health clinic,School,Less than once a month,Yes,Once a month,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-9224911-747,Male,28,20 - 29,Electricity,Electricity,Satisfied,Health clinic,Roads,Electricity,School,Once a week,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1199706-1167,,29,20 - 29,Water,Health clinic,Satisfied,School,Health clinic,Health clinic,Water,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8234282-1262,Male,27,20 - 29,School,Roads,Dissatisfied,,Roads,Roads,Roads,Daily,Yes,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-9881629-1792,Male,26,20 - 29,Health clinic,School,Dissatisfied,Electricity,Roads,Roads,School,Less than once a month,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-4088645-697,Male,26,20 - 29,Electricity,Roads,Neutral,Water,Electricity,Water,School,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5153807-357,Male,21,20 - 29,School,Electricity,Dissatisfied,School,,Water,Electricity,Once a week,No,Once a week,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-4911297-581,Male,26,20 - 29,Water,Electricity,Dissatisfied,Water,Roads,Roads,Roads,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9800316-689,Female,33,30 - 39,Electricity,Sanitation,Dissatisfied,School,Electricity,Electricity,Health clinic,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2939263-1796,Male,26,20 - 29,Roads,Health clinic,Satisfied,Water,Roads,Roads,,Daily,No,Never,29.2,-5.933333,Democratic Republic of Congo,Tanganyika,Katanga,Kalemie
user-drc-3916015-557,Female,22,20 - 29,Health clinic,Health clinic,Dissatisfied,Health clinic,Sanitation,Health clinic,Health clinic,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8617709-242,Female,28,20 - 29,School,Electricity,Satisfied,School,School,School,Health clinic,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3998755-1765,Male,36,30 - 39,School,School,Dissatisfied,School,School,School,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5081565-1543,Male,43,40 - 49,Water,Sanitation,Neutral,School,Electricity,School,School,,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7695540-118,,27,20 - 29,School,Water,Neutral,School,Water,Water,School,Daily,Yes,Once a week,23.95292,-6.749538,Democratic Republic of Congo,Lomami,Kasai Oriental,Gandajika
user-drc-6572238-1259,Male,25,20 - 29,School,Roads,Dissatisfied,Roads,Electricity,Electricity,School,Daily,Yes,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-6597742-1393,Male,23,20 - 29,School,School,Dissatisfied,Water,Electricity,Roads,Electricity,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9062413-653,Male,27,20 - 29,Electricity,Electricity,Neutral,Roads,Electricity,Health clinic,Roads,Daily,Yes,Never,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-5852074-612,Male,39,30 - 39,Health clinic,Health clinic,Dissatisfied,School,School,Roads,School,Once a week,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3936663-1687,Female,48,40 - 49,School,Water,Dissatisfied,Sanitation,Electricity,Roads,Water,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4525175-1527,Male,24,20 - 29,Roads,Water,Dissatisfied,Health clinic,Electricity,Roads,Electricity,Once a week,Yes,Never,28.84508,-2.515364,Democratic Republic of Congo,Panzi,Sud Kivu,Bukavu
user-drc-7238654-629,Female,42,40 - 49,Roads,Health clinic,Neutral,School,School,Water,School,Daily,No,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6993401-983,Female,21,20 - 29,School,Water,Neutral,Electricity,Water,Roads,School,,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5533599-772,Male,28,20 - 29,School,Sanitation,Dissatisfied,School,Roads,Water,Health clinic,Less than once a month,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3465391-787,Male,,,School,Water,Neutral,School,Water,Water,School,Daily,Yes,Once a year,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-8091877-1492,Male,41,40 - 49,Health clinic,Health clinic,Dissatisfied,School,Water,Water,Electricity,Less than once a month,Yes,Once a month,29.08267,-4.09386,Democratic Republic of Congo,Baraka,Sud Kivu,Baraka
user-drc-6251298-583,Male,39,30 - 39,Water,Electricity,Dissatisfied,School,Electricity,Health clinic,Health clinic,Less than once a month,No,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4104061-722,Female,42,40 - 49,Water,Health clinic,Dissatisfied,Water,Sanitation,Sanitation,Sanitation,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4195327-1224,Male,18,10 - 19,School,Electricity,Neutral,School,Water,Roads,School,Less than once a month,Yes,Once a month,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-9137305-424,Male,17,10 - 19,School,School,Satisfied,School,School,School,School,Daily,No,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1769699-1589,Male,38,30 - 39,Roads,Health clinic,Dissatisfied,Electricity,Electricity,Roads,Health clinic,Daily,No,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9601661-240,Male,28,20 - 29,Electricity,Sanitation,Dissatisfied,School,School,Health clinic,Health clinic,Less than once a month,No,Never,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-9877687-275,Male,45,40 - 49,Sanitation,Electricity,Dissatisfied,Water,Health clinic,School,School,Once a week,Yes,Once a year,14.44613,-5.562721,Democratic Republic of Congo,Cataractes,Bas Congo,Kimpese
user-drc-6921073-463,Male,29,20 - 29,Water,Sanitation,Dissatisfied,School,Roads,School,Roads,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1108593-1735,Male,22,20 - 29,School,School,Satisfied,Sanitation,Electricity,Water,Water,Daily,No,Once a year,25.19615,0.519285,Democratic Republic of Congo,Tshopo,Oriental,Kisangani
user-drc-1311274-641,Male,23,20 - 29,Roads,School,Satisfied,Electricity,Health clinic,Roads,School,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8175567-454,Male,37,30 - 39,School,Roads,Neutral,Electricity,Electricity,Electricity,Electricity,Daily,Yes,Once a year,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-8916648-1047,Male,21,20 - 29,Electricity,Electricity,Neutral,Water,Sanitation,Sanitation,Electricity,Daily,Yes,Once a week,26.73333,-10.98333,Democratic Republic of Congo,Haut-Katanga,Katanga,Likasi
user-drc-5184766-78,Female,15,10 - 19,School,Sanitation,Dissatisfied,Electricity,Electricity,Roads,Electricity,Once a week,Yes,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-3589809-1140,Male,43,40 - 49,Water,Health clinic,Dissatisfied,Water,Roads,Sanitation,Water,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6840803-1020,Male,40,40 - 49,Water,Water,Neutral,Water,Health clinic,Health clinic,School,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4814661-1022,Male,66,50+,Roads,School,Dissatisfied,Roads,Sanitation,Sanitation,School,Less than once a month,Yes,,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7666443-1799,Female,,,Sanitation,Roads,Dissatisfied,Water,Electricity,Electricity,Roads,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-2386450-1671,Male,40,40 - 49,Sanitation,Sanitation,Dissatisfied,Sanitation,Sanitation,Sanitation,Sanitation,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5616495-1062,Male,21,20 - 29,Roads,Sanitation,Dissatisfied,Electricity,Health clinic,School,Health clinic,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1548522-1364,Male,66,50+,Water,School,Satisfied,Water,Electricity,Electricity,Electricity,Daily,Yes,Once a year,29.1354,-3.407797,Democratic Republic of Congo,Uvira,Sud Kivu,Uvira
user-drc-9414369-804,Female,37,30 - 39,Roads,Electricity,Neutral,Roads,Electricity,Roads,Electricity,Once a week,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1389913-1366,Male,43,40 - 49,,Roads,Dissatisfied,Water,Electricity,Electricity,Roads,Once a week,Yes,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-3429694-191,Male,59,50+,Roads,Sanitation,Dissatisfied,School,Health clinic,Roads,Roads,Less than once a month,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9601276-1500,Male,26,20 - 29,School,Roads,Satisfied,Electricity,School,Electricity,Electricity,Once a week,No,Once a week,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-8333779-210,Male,38,30 - 39,,Roads,Dissatisfied,School,Health clinic,Water,School,Once a week,No,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-7727926-796,Male,46,40 - 49,,Sanitation,Dissatisfied,Health clinic,Roads,Roads,Electricity,Once a week,No,Once a month,30.25,1.566667,Democratic Republic of Congo,Ituri,Oriental,Bunia
user-drc-9119840-447,Female,18,10 - 19,Roads,Health clinic,Neutral,Water,Electricity,Electricity,Electricity,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9577915-1717,Male,24,20 - 29,Electricity,Electricity,Neutral,Water,Electricity,Roads,Electricity,Once a week,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2534234-786,Male,26,20 - 29,Electricity,Sanitation,Dissatisfied,Water,Electricity,School,Electricity,Daily,No,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7167574-902,Male,27,20 - 29,Roads,Roads,Neutral,Roads,Electricity,Electricity,Roads,Less than once a month,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7617625-220,Male,42,40 - 49,Health clinic,Health clinic,Neutral,School,Health clinic,Health clinic,Health clinic,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2467208-1376,Male,33,30 - 39,Water,Sanitation,Dissatisfied,School,Sanitation,Sanitation,Sanitation,Daily,Yes,Once a month,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-4029506-598,Male,44,40 - 49,Roads,School,Neutral,Roads,School,Electricity,School,Once a week,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2240811-140,Female,21,20 - 29,Roads,Health clinic,Neutral,Roads,School,Health clinic,Health clinic,Daily,No,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-5337038-1172,Male,19,10 - 19,School,Health clinic,Dissatisfied,School,Roads,School,School,Once a week,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2286188-520,Female,18,10 - 19,School,School,Neutral,School,Health clinic,Health clinic,School,Daily,No,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1360244-1575,Female,31,30 - 39,School,Roads,Neutral,School,Health clinic,Health clinic,Health clinic,Once a week,No,Once a month,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-8495663-1495,Female,20,20 - 29,School,Health clinic,Satisfied,School,School,School,School,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-1217687-896,Male,41,40 - 49,Health clinic,Health clinic,Dissatisfied,Electricity,Roads,Roads,Water,Daily,No,Never,21.01667,4.283333,Democratic Republic of Congo,Nord-Ubangi,Equateur,Gbadolite
user-drc-1583165-748,Male,28,20 - 29,Roads,Roads,Neutral,Roads,Health clinic,School,Roads,Less than once a month,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3665582-459,Male,23,20 - 29,Water,Health clinic,Dissatisfied,School,Electricity,Roads,Sanitation,Once a week,Yes,Never,27.24787,-11.7619,Democratic Republic of Congo,Haut-Katanga,Katanga,Kipushi
user-drc-5465713-1576,Male,36,30 - 39,Water,Health clinic,Dissatisfied,Roads,Sanitation,School,Sanitation,Daily,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8886272-1439,Female,25,20 - 29,Health clinic,Roads,Neutral,School,Electricity,Roads,Sanitation,Daily,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-3068882-761,Male,35,30 - 39,Health clinic,Health clinic,Satisfied,Health clinic,School,Health clinic,Health clinic,Daily,Yes,Once a week,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-9585980-67,Male,22,20 - 29,Electricity,Health clinic,Satisfied,Roads,Water,School,School,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6599734-560,Male,38,30 - 39,Roads,Health clinic,Dissatisfied,Roads,Water,School,Roads,Once a week,No,Once a year,28.84508,-2.515364,Democratic Republic of Congo,Panzi,Sud Kivu,Bukavu
user-drc-3582087-923,Male,38,30 - 39,Electricity,Roads,Neutral,School,Electricity,Electricity,Electricity,Daily,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-3252797-468,Female,16,10 - 19,School,School,Dissatisfied,School,Electricity,Electricity,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-6217007-1513,Male,43,40 - 49,Electricity,School,Dissatisfied,School,Roads,Electricity,School,Once a week,No,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8256231-1052,Male,19,10 - 19,School,Water,Satisfied,Sanitation,Roads,Health clinic,Electricity,Daily,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-7654259-871,Male,56,50+,Roads,Electricity,Dissatisfied,School,Electricity,Sanitation,Sanitation,Daily,No,Once a month,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-3798549-187,Female,31,30 - 39,Health clinic,Health clinic,Neutral,School,Electricity,School,Health clinic,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4036074-1760,Male,41,40 - 49,Electricity,School,Neutral,Health clinic,Sanitation,Sanitation,Roads,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7773023-1156,Female,21,20 - 29,School,Health clinic,Neutral,School,School,School,School,Daily,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8107990-1521,Male,44,40 - 49,Sanitation,Electricity,Satisfied,Sanitation,Roads,Roads,Water,Once a week,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4578606-1122,Female,20,20 - 29,School,Electricity,Neutral,Water,Electricity,Water,School,Daily,Yes,Once a month,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-1457145-976,Female,32,30 - 39,School,Electricity,Dissatisfied,Roads,Sanitation,Electricity,Roads,Less than once a month,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3297823-1136,Male,19,10 - 19,Electricity,Water,Satisfied,Water,Water,School,Electricity,Daily,Yes,Once a week,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-1438441-911,Male,59,50+,School,Electricity,Dissatisfied,School,Water,Water,School,,Yes,Once a month,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-3658886-104,Male,30,30 - 39,School,Electricity,Dissatisfied,School,Roads,Roads,School,Daily,Yes,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-9299643-460,Female,70,50+,School,Sanitation,Neutral,School,Health clinic,Health clinic,School,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5786491-1791,Male,33,30 - 39,School,Roads,Dissatisfied,Roads,Health clinic,Health clinic,Health clinic,Less than once a month,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3463669-1050,Male,20,20 - 29,School,Roads,Satisfied,School,Health clinic,Health clinic,School,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8127400-1697,Male,36,30 - 39,School,School,Neutral,Electricity,Electricity,Water,School,Less than once a month,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2603446-303,Male,24,20 - 29,Water,Water,Neutral,Health clinic,Health clinic,Health clinic,Water,Daily,No,Once a month,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-6321419-1086,Male,43,40 - 49,Electricity,Sanitation,Neutral,Roads,Electricity,Sanitation,Electricity,Once a week,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1670365-764,Male,40,40 - 49,Roads,Health clinic,Neutral,Roads,,School,School,Less than once a month,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3824716-753,Male,35,30 - 39,Electricity,Electricity,Dissatisfied,Roads,Water,School,Health clinic,Less than once a month,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9466464-13,Male,20,20 - 29,School,Roads,Dissatisfied,School,Health clinic,Health clinic,School,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7792750-1382,,31,30 - 39,School,School,Neutral,School,School,School,School,Daily,Yes,Never,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-2340034-202,Male,52,50+,Roads,Health clinic,Neutral,Water,Electricity,Health clinic,Health clinic,Once a week,Yes,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-5109208-23,Male,23,20 - 29,School,Health clinic,Dissatisfied,School,School,Health clinic,Health clinic,Once a week,Yes,Once a week,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-2703683-341,Female,20,20 - 29,School,School,Neutral,Health clinic,Electricity,School,School,Daily,Yes,Once a year,25.11,0.32,Democratic Republic of Congo,,Oriental,
